B_Age,B_Height,B_HomeTown,B_ID,B_Location,B_Name,B_Weight,winby,winner,B__Round1_Grappling_Reversals_Landed,B__Round1_Grappling_Standups_Landed,B__Round1_Grappling_Submissions_Attempts,B__Round1_Grappling_Takedowns_Attempts,B__Round1_Grappling_Takedowns_Landed,B__Round1_Strikes_Body Significant Strikes_Attempts,B__Round1_Strikes_Body Significant Strikes_Landed,B__Round1_Strikes_Body Total Strikes_Attempts,B__Round1_Strikes_Body Total Strikes_Landed,B__Round1_Strikes_Clinch Body Strikes_Attempts,B__Round1_Strikes_Clinch Body Strikes_Landed,B__Round1_Strikes_Clinch Head Strikes_Attempts,B__Round1_Strikes_Clinch Head Strikes_Landed,B__Round1_Strikes_Clinch Leg Strikes_Attempts,B__Round1_Strikes_Clinch Leg Strikes_Landed,B__Round1_Strikes_Clinch Significant Kicks_Attempts,B__Round1_Strikes_Clinch Significant Kicks_Landed,B__Round1_Strikes_Clinch Significant Punches_Attempts,B__Round1_Strikes_Clinch Significant Punches_Landed,B__Round1_Strikes_Clinch Significant Strikes_Attempts,B__Round1_Strikes_Clinch Significant Strikes_Landed,B__Round1_Strikes_Clinch Total Strikes_Attempts,B__Round1_Strikes_Clinch Total Strikes_Landed,B__Round1_Strikes_Distance Body Kicks_Attempts,B__Round1_Strikes_Distance Body Kicks_Landed,B__Round1_Strikes_Distance Body Punches_Attempts,B__Round1_Strikes_Distance Body Punches_Landed,B__Round1_Strikes_Distance Body Strikes_Attempts,B__Round1_Strikes_Distance Body Strikes_Landed,B__Round1_Strikes_Distance Head Kicks_Attempts,B__Round1_Strikes_Distance Head Kicks_Landed,B__Round1_Strikes_Distance Head Punches_Attempts,B__Round1_Strikes_Distance Head Punches_Landed,B__Round1_Strikes_Distance Head Strikes_Attempts,B__Round1_Strikes_Distance Head Strikes_Landed,B__Round1_Strikes_Distance Leg Kicks_Attempts,B__Round1_Strikes_Distance Leg Kicks_Landed,B__Round1_Strikes_Distance Leg Strikes_Attempts,B__Round1_Strikes_Distance Leg Strikes_Landed,B__Round1_Strikes_Distance Strikes_Attempts,B__Round1_Strikes_Distance Strikes_Landed,B__Round1_Strikes_Ground Body Strikes_Attempts,B__Round1_Strikes_Ground Body Strikes_Landed,B__Round1_Strikes_Ground Head Strikes_Attempts,B__Round1_Strikes_Ground Head Strikes_Landed,B__Round1_Strikes_Ground Leg Strikes_Attempts,B__Round1_Strikes_Ground Leg Strikes_Landed,B__Round1_Strikes_Ground Significant Kicks_Attempts,B__Round1_Strikes_Ground Significant Kicks_Landed,B__Round1_Strikes_Ground Significant Punches_Attempts,B__Round1_Strikes_Ground Significant Punches_Landed,B__Round1_Strikes_Ground Significant Strikes_Attempts,B__Round1_Strikes_Ground Significant Strikes_Landed,B__Round1_Strikes_Ground Total Strikes_Attempts,B__Round1_Strikes_Ground Total Strikes_Landed,B__Round1_Strikes_Head Significant Strikes_Attempts,B__Round1_Strikes_Head Significant Strikes_Landed,B__Round1_Strikes_Head Total Strikes_Attempts,B__Round1_Strikes_Head Total Strikes_Landed,B__Round1_Strikes_Kicks_Attempts,B__Round1_Strikes_Kicks_Landed,B__Round1_Strikes_Knock Down_Landed,B__Round1_Strikes_Leg Total Strikes_Attempts,B__Round1_Strikes_Leg Total Strikes_Landed,B__Round1_Strikes_Legs Significant Strikes_Attempts,B__Round1_Strikes_Legs Significant Strikes_Landed,B__Round1_Strikes_Legs Total Strikes_Attempts,B__Round1_Strikes_Legs Total Strikes_Landed,B__Round1_Strikes_Punches_Attempts,B__Round1_Strikes_Punches_Landed,B__Round1_Strikes_Significant Strikes_Attempts,B__Round1_Strikes_Significant Strikes_Landed,B__Round1_Strikes_Total Strikes_Attempts,B__Round1_Strikes_Total Strikes_Landed,R__Round5_Grappling_Reversals_Landed,R__Round5_Grappling_Standups_Landed,R__Round5_Grappling_Submissions_Attempts,R__Round5_Grappling_Takedowns_Attempts,R__Round5_Grappling_Takedowns_Landed,R__Round5_Strikes_Body Significant Strikes_Attempts,R__Round5_Strikes_Body Significant Strikes_Landed,R__Round5_Strikes_Body Total Strikes_Attempts,R__Round5_Strikes_Body Total Strikes_Landed,R__Round5_Strikes_Clinch Body Strikes_Attempts,R__Round5_Strikes_Clinch Body Strikes_Landed,R__Round5_Strikes_Clinch Head Strikes_Attempts,R__Round5_Strikes_Clinch Head Strikes_Landed,R__Round5_Strikes_Clinch Leg Strikes_Attempts,R__Round5_Strikes_Clinch Leg Strikes_Landed,R__Round5_Strikes_Clinch Significant Kicks_Attempts,R__Round5_Strikes_Clinch Significant Kicks_Landed,R__Round5_Strikes_Clinch Significant Punches_Attempts,R__Round5_Strikes_Clinch Significant Punches_Landed,R__Round5_Strikes_Clinch Significant Strikes_Attempts,R__Round5_Strikes_Clinch Significant Strikes_Landed,R__Round5_Strikes_Clinch Total Strikes_Attempts,R__Round5_Strikes_Clinch Total Strikes_Landed,R__Round5_Strikes_Distance Body Kicks_Attempts,R__Round5_Strikes_Distance Body Kicks_Landed,R__Round5_Strikes_Distance Body Punches_Attempts,R__Round5_Strikes_Distance Body Punches_Landed,R__Round5_Strikes_Distance Body Strikes_Attempts,R__Round5_Strikes_Distance Body Strikes_Landed,R__Round5_Strikes_Distance Head Kicks_Attempts,R__Round5_Strikes_Distance Head Kicks_Landed,R__Round5_Strikes_Distance Head Punches_Attempts,R__Round5_Strikes_Distance Head Punches_Landed,R__Round5_Strikes_Total Strikes_Landed
27.0,193.0,"Chicago, Illinois United States",2764,"Chicago, Illinois  United States",Curtis Blaydes,120.0,KO/TKO,blue,0.0,1.0,0.0,22.0,12.0,12.0,12.0,46.0,44.0,8.0,8.0,17.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,30.0,20.0,57.0,41.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,53.0,12.0,0.0,0.0,9.0,7.0,65.0,22.0,1.0,1.0,35.0,22.0,7.0,7.0,0.0,0.0,0.0,0.0,43.0,30.0,144.0,108.0,105.0,41.0,184.0,94.0,0.0,0.0,0.0,,,21.0,19.0,36.0,33.0,0.0,0.0,138.0,72.0,266.0,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,180.0,"Miami, Florida United States",1272,"Miami, Florida United States",Jorge Masvidal,77.0,DEC,red,0.0,7.0,0.0,1.0,1.0,88.0,68.0,100.0,80.0,20.0,17.0,34.0,25.0,0.0,0.0,10.0,7.0,11.0,9.0,54.0,42.0,104.0,87.0,12.0,10.0,6.0,3.0,63.0,47.0,4.0,1.0,101.0,25.0,310.0,113.0,17.0,13.0,56.0,43.0,429.0,203.0,5.0,4.0,49.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,35.0,66.0,46.0,393.0,169.0,443.0,213.0,43.0,31.0,1.0,,,56.0,43.0,56.0,43.0,134.0,50.0,537.0,280.0,599.0,336.0,0.0,1.0,0.0,0.0,0.0,21.0,11.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,0.0,0.0,0.0,0.0,77.0
37.0,180.0,"Montreal, Quebec Canada",439,"Montreal, Quebec Canada",Georges St-Pierre,84.0,SUB,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,1.0,0.0,9.0,5.0,9.0,5.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,77.0
26.0,165.0,"Milwaukee, Wisconsin United States",2344,"Denver, Colorado United States",Rose Namajunas,52.0,KO/TKO,blue,1.0,2.0,1.0,10.0,8.0,28.0,20.0,28.0,20.0,8.0,7.0,18.0,11.0,0.0,0.0,4.0,4.0,3.0,3.0,26.0,18.0,26.0,18.0,6.0,4.0,2.0,0.0,20.0,13.0,9.0,0.0,19.0,5.0,163.0,45.0,3.0,2.0,13.0,9.0,196.0,67.0,0.0,0.0,28.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,18.0,55.0,34.0,209.0,74.0,235.0,89.0,23.0,11.0,0.0,,,13.0,9.0,14.0,10.0,24.0,8.0,250.0,103.0,277.0,119.0,0.0,0.0,0.0,0.0,0.0,48.0,27.0,48.0,27.0,3.0,3.0,31.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,22.0,35.0,23.0,0.0,0.0,0.0,0.0,45.0,24.0,0.0,0.0,0.0,0.0,182.0
26.0,187.0,"Green Brook, New Jersey USA",2750,"Green Brook, New Jersey USA",Mickey Gall,77.0,DEC,red,0.0,0.0,5.0,3.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,38.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,24.0,62.0,44.0,44.0,25.0,65.0,44.0,0.0,0.0,1.0,,,1.0,1.0,1.0,1.0,0.0,0.0,46.0,26.0,68.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,177.0,Donegal Ireland,2426,Donegal Ireland,Joe Duffy,70.0,KO/TKO,red,1.0,1.0,2.0,0.0,0.0,13.0,12.0,16.0,15.0,1.0,1.0,14.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,10.0,18.0,12.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,112.0,28.0,0.0,0.0,2.0,2.0,125.0,40.0,1.0,1.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,32.0,26.0,140.0,45.0,156.0,60.0,0.0,0.0,2.0,,,3.0,3.0,3.0,3.0,0.0,0.0,156.0,60.0,175.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,187.0,Taunton  England,2827,Bridgewater England,Mark Godbeer,109.0,,blue,0.0,1.0,0.0,1.0,0.0,17.0,11.0,17.0,11.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,37.0,12.0,0.0,0.0,17.0,13.0,69.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,41.0,14.0,42.0,15.0,0.0,0.0,0.0,,,17.0,13.0,18.0,14.0,0.0,0.0,75.0,38.0,77.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,177.0,"Albuquerque, New Mexico United States",461,"Albuquerque, New Mexico United States",Diego Sanchez,70.0,KO/TKO,red,0.0,4.0,0.0,4.0,1.0,32.0,19.0,51.0,38.0,2.0,2.0,7.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,11.0,7.0,17.0,13.0,0.0,0.0,0.0,0.0,28.0,15.0,0.0,0.0,0.0,0.0,144.0,32.0,0.0,0.0,8.0,3.0,180.0,50.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,27.0,27.0,155.0,39.0,158.0,42.0,0.0,0.0,0.0,,,10.0,5.0,15.0,10.0,0.0,0.0,197.0,63.0,224.0,90.0,0.0,0.0,0.0,1.0,0.0,14.0,12.0,14.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,31.0
32.0,165.0,"Weston, Florida USA",2328,"Weston, FL USA",Nina Ansaroff,52.0,DEC,blue,0.0,1.0,1.0,2.0,1.0,34.0,21.0,39.0,26.0,2.0,2.0,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,18.0,31.0,26.0,0.0,0.0,0.0,0.0,32.0,19.0,0.0,0.0,0.0,0.0,85.0,30.0,0.0,0.0,16.0,11.0,133.0,60.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,30.0,23.0,114.0,51.0,139.0,72.0,0.0,0.0,0.0,,,16.0,11.0,16.0,11.0,0.0,0.0,164.0,83.0,194.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,185.0,"Ibitinga, Sao Paulo Brazil",1991,"Miami, Florida United States",Cezar Ferreira,84.0,DEC,blue,0.0,1.0,0.0,8.0,5.0,38.0,23.0,44.0,29.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,35.0,20.0,0.0,0.0,0.0,0.0,96.0,26.0,0.0,0.0,16.0,9.0,147.0,55.0,3.0,3.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,23.0,19.0,109.0,34.0,112.0,37.0,0.0,0.0,0.0,,,16.0,9.0,19.0,12.0,0.0,0.0,163.0,66.0,175.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,185.0,"Neptune, New Jersey  United States",2936,"Neptune, New Jersey United States",Karl Roberson,84.0,SUB,blue,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,185.0,"Tubarao, Santa Catarina Brazil",2861,"Tubarao, Santa Catarina Brazil",Marcel Fortuna,93.0,DEC,red,0.0,1.0,0.0,0.0,0.0,8.0,6.0,8.0,6.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,37.0,14.0,0.0,0.0,7.0,5.0,50.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,16.0,41.0,18.0,0.0,0.0,1.0,,,7.0,5.0,7.0,5.0,0.0,0.0,54.0,27.0,56.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,190.0,Minsk Belarus,367,"Chicago, Illinois United States",Andrei Arlovski,109.0,DEC,blue,0.0,2.0,0.0,2.0,1.0,34.0,23.0,45.0,34.0,8.0,7.0,55.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,41.0,87.0,64.0,0.0,0.0,0.0,0.0,24.0,15.0,0.0,0.0,0.0,0.0,129.0,47.0,0.0,0.0,23.0,19.0,176.0,81.0,2.0,1.0,10.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,12.0,34.0,32.0,194.0,91.0,208.0,104.0,0.0,0.0,2.0,,,24.0,20.0,44.0,39.0,0.0,0.0,252.0,134.0,297.0,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,185.0,"Anaheim, California United States",2204,"Corona, California United States",Sean Strickland,77.0,DEC,blue,0.0,1.0,1.0,7.0,4.0,17.0,10.0,25.0,18.0,1.0,1.0,36.0,20.0,2.0,2.0,0.0,0.0,0.0,0.0,39.0,23.0,46.0,30.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,184.0,45.0,0.0,0.0,26.0,16.0,222.0,66.0,4.0,4.0,66.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,43.0,115.0,80.0,286.0,104.0,330.0,140.0,0.0,0.0,0.0,,,28.0,18.0,28.0,18.0,0.0,0.0,331.0,132.0,383.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,170.0,"Round Lake, Illinois United States",459,"Johnsburg, Illinois United States",Clay Guida,65.0,KO/TKO,blue,0.0,0.0,0.0,11.0,5.0,7.0,4.0,13.0,9.0,0.0,0.0,5.0,3.0,11.0,11.0,0.0,0.0,2.0,1.0,16.0,14.0,35.0,23.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,28.0,9.0,124.0,26.0,1.0,1.0,7.0,7.0,135.0,34.0,3.0,3.0,3.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,9.0,44.0,35.0,132.0,31.0,177.0,59.0,4.0,1.0,2.0,,,22.0,22.0,24.0,24.0,41.0,19.0,161.0,57.0,214.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,152.0,"Taua, Ceara Brazil",2835,"Fortaleza, Ceara Brazil",Viviane Pereira,52.0,DEC,red,0.0,1.0,0.0,0.0,0.0,7.0,2.0,8.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,4.0,20.0,14.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,51.0,14.0,0.0,0.0,1.0,1.0,57.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,55.0,16.0,70.0,26.0,0.0,0.0,0.0,,,2.0,2.0,5.0,5.0,0.0,0.0,64.0,20.0,83.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,177.0,"Milwaukee, Wisconsin United States",1069,"Milwaukee, Wisconsin United States",Anthony Pettis,70.0,KO/TKO,red,2.0,5.0,0.0,2.0,0.0,58.0,37.0,73.0,52.0,4.0,3.0,11.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,9.0,47.0,40.0,3.0,3.0,0.0,0.0,51.0,32.0,4.0,2.0,18.0,6.0,185.0,67.0,1.0,1.0,15.0,14.0,251.0,113.0,3.0,2.0,29.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,32.0,17.0,54.0,38.0,225.0,88.0,263.0,124.0,8.0,6.0,0.0,,,15.0,14.0,16.0,15.0,25.0,13.0,298.0,139.0,352.0,191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,177.0,"Queens, New York United States",2865,"Coral Springs, Florida United States",Michel Quinones,70.0,DEC,red,0.0,1.0,0.0,0.0,0.0,13.0,3.0,13.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,37.0,4.0,0.0,0.0,7.0,6.0,57.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,5.0,39.0,5.0,0.0,0.0,0.0,,,7.0,6.0,7.0,6.0,0.0,0.0,58.0,14.0,59.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,170.0,"Safford, Arizona United States",2781,"Denver, Colorado United States",Matthew Lopez,61.0,KO/TKO,red,2.0,0.0,1.0,2.0,2.0,8.0,8.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,42.0,11.0,0.0,0.0,4.0,3.0,53.0,21.0,0.0,0.0,48.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,41.0,72.0,64.0,91.0,53.0,108.0,69.0,0.0,0.0,0.0,,,4.0,3.0,8.0,7.0,0.0,0.0,103.0,64.0,127.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,185.0,Salvador Brazil,346,"Balem, Brazil USA",Lyoto Machida,84.0,KO/TKO,red,0.0,0.0,0.0,0.0,0.0,17.0,9.0,17.0,9.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,4.0,2.0,5.0,2.0,0.0,0.0,17.0,9.0,2.0,0.0,19.0,7.0,51.0,16.0,5.0,3.0,14.0,10.0,82.0,35.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,17.0,13.0,66.0,25.0,72.0,31.0,13.0,6.0,0.0,,,14.0,10.0,14.0,10.0,19.0,7.0,97.0,44.0,103.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,180.0,"Clovis, California United States",2297,"Fort Lauderdale, Florida United States",Colby Covington,77.0,DEC,blue,0.0,1.0,0.0,36.0,20.0,25.0,15.0,68.0,57.0,8.0,5.0,14.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,25.0,14.0,47.0,33.0,0.0,0.0,0.0,0.0,17.0,10.0,0.0,0.0,0.0,0.0,71.0,18.0,0.0,0.0,4.0,4.0,92.0,32.0,0.0,0.0,40.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,41.0,26.0,202.0,153.0,125.0,49.0,261.0,149.0,0.0,0.0,0.0,,,8.0,8.0,12.0,12.0,0.0,0.0,158.0,72.0,341.0,218.0,0.0,0.0,0.0,14.0,1.0,3.0,3.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0
25.0,160.0,"Warsaw, Indiana United States",2864,"Detroit , Michigan United States",Jarred Brooks,56.0,DEC,red,0.0,0.0,1.0,3.0,3.0,5.0,5.0,10.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,4.0,4.0,11.0,5.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,11.0,9.0,9.0,3.0,11.0,5.0,0.0,0.0,0.0,,,4.0,4.0,4.0,4.0,0.0,0.0,18.0,12.0,25.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2831,,Jack Marshman,,SUB,red,0.0,1.0,0.0,0.0,0.0,13.0,7.0,15.0,9.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,7.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,103.0,21.0,0.0,0.0,5.0,4.0,120.0,31.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,27.0,15.0,117.0,28.0,134.0,37.0,0.0,0.0,1.0,,,5.0,4.0,8.0,7.0,0.0,0.0,135.0,39.0,157.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,185.0,Uddevalla Sweden,2775,Oslo Norway,Jack Hermansson,84.0,KO/TKO,red,0.0,0.0,0.0,3.0,2.0,10.0,4.0,15.0,9.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,41.0,6.0,0.0,0.0,32.0,19.0,82.0,28.0,0.0,0.0,75.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,56.0,104.0,83.0,119.0,63.0,147.0,89.0,0.0,0.0,0.0,,,32.0,19.0,32.0,19.0,0.0,0.0,161.0,86.0,194.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,172.0,"Leominster, Massachusetts United States",2266,"Woburn, Massachusetts United States",Rob Font,61.0,SUB,red,0.0,0.0,3.0,10.0,3.0,30.0,23.0,37.0,29.0,2.0,2.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,12.0,12.0,1.0,0.0,0.0,0.0,26.0,19.0,0.0,0.0,13.0,3.0,143.0,49.0,3.0,3.0,15.0,12.0,184.0,80.0,2.0,2.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.0,34.0,30.0,164.0,69.0,176.0,79.0,4.0,3.0,1.0,,,16.0,13.0,17.0,14.0,14.0,4.0,210.0,105.0,230.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,175.0,"New York City, New York United States",2890,"Astoria, New York United States",Jared Gordon,70.0,DEC,blue,0.0,0.0,0.0,1.0,1.0,5.0,3.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,32.0,11.0,0.0,0.0,11.0,8.0,48.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,33.0,12.0,53.0,24.0,0.0,0.0,0.0,,,11.0,8.0,11.0,8.0,0.0,0.0,49.0,23.0,69.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,180.0,"Santa Barbara, California United States",2805,"Sacramento, California United States",Max Griffin,77.0,DEC,red,1.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,20.0,8.0,0.0,0.0,1.0,1.0,23.0,11.0,1.0,1.0,23.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,36.0,22.0,44.0,19.0,60.0,32.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0.0,0.0,48.0,23.0,64.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,182.0,"Cape Coral, Florida United States",2851,"Cape Coral, Florida United States",Niko Price,77.0,SUB,red,0.0,0.0,2.0,4.0,1.0,8.0,5.0,13.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,43.0,7.0,0.0,0.0,11.0,6.0,60.0,16.0,1.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,23.0,16.0,51.0,11.0,61.0,18.0,0.0,0.0,1.0,,,11.0,6.0,11.0,6.0,0.0,0.0,70.0,22.0,85.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
