B_Age,B_Height,B_HomeTown,B_ID,B_Location,B_Name,B_Weight,winby,winner,B__Round1_Grappling_Reversals_Landed,B__Round1_Grappling_Standups_Landed,B__Round1_Grappling_Submissions_Attempts,B__Round1_Grappling_Takedowns_Attempts,B__Round1_Grappling_Takedowns_Landed,B__Round1_Strikes_Body Significant Strikes_Attempts,B__Round1_Strikes_Body Significant Strikes_Landed,B__Round1_Strikes_Body Total Strikes_Attempts,B__Round1_Strikes_Body Total Strikes_Landed,B__Round1_Strikes_Clinch Body Strikes_Attempts,B__Round1_Strikes_Clinch Body Strikes_Landed,B__Round1_Strikes_Clinch Head Strikes_Attempts,B__Round1_Strikes_Clinch Head Strikes_Landed,B__Round1_Strikes_Clinch Leg Strikes_Attempts,B__Round1_Strikes_Clinch Leg Strikes_Landed,B__Round1_Strikes_Clinch Significant Kicks_Attempts,B__Round1_Strikes_Clinch Significant Kicks_Landed,B__Round1_Strikes_Clinch Significant Punches_Attempts,B__Round1_Strikes_Clinch Significant Punches_Landed,B__Round1_Strikes_Clinch Significant Strikes_Attempts,B__Round1_Strikes_Clinch Significant Strikes_Landed,B__Round1_Strikes_Clinch Total Strikes_Attempts,B__Round1_Strikes_Clinch Total Strikes_Landed,B__Round1_Strikes_Distance Body Kicks_Attempts,B__Round1_Strikes_Distance Body Kicks_Landed,B__Round1_Strikes_Distance Body Punches_Attempts,B__Round1_Strikes_Distance Body Punches_Landed,B__Round1_Strikes_Distance Body Strikes_Attempts,B__Round1_Strikes_Distance Body Strikes_Landed,B__Round1_Strikes_Distance Head Kicks_Attempts,B__Round1_Strikes_Distance Head Kicks_Landed,B__Round1_Strikes_Distance Head Punches_Attempts,B__Round1_Strikes_Distance Head Punches_Landed,B__Round1_Strikes_Distance Head Strikes_Attempts,B__Round1_Strikes_Distance Head Strikes_Landed,B__Round1_Strikes_Distance Leg Kicks_Attempts,B__Round1_Strikes_Distance Leg Kicks_Landed,B__Round1_Strikes_Distance Leg Strikes_Attempts,B__Round1_Strikes_Distance Leg Strikes_Landed,B__Round1_Strikes_Distance Strikes_Attempts,B__Round1_Strikes_Distance Strikes_Landed,B__Round1_Strikes_Ground Body Strikes_Attempts,B__Round1_Strikes_Ground Body Strikes_Landed,B__Round1_Strikes_Ground Head Strikes_Attempts,B__Round1_Strikes_Ground Head Strikes_Landed,B__Round1_Strikes_Ground Leg Strikes_Attempts,B__Round1_Strikes_Ground Leg Strikes_Landed,B__Round1_Strikes_Ground Significant Kicks_Attempts,B__Round1_Strikes_Ground Significant Kicks_Landed,B__Round1_Strikes_Ground Significant Punches_Attempts,B__Round1_Strikes_Ground Significant Punches_Landed,B__Round1_Strikes_Ground Significant Strikes_Attempts,B__Round1_Strikes_Ground Significant Strikes_Landed,B__Round1_Strikes_Ground Total Strikes_Attempts,B__Round1_Strikes_Ground Total Strikes_Landed,B__Round1_Strikes_Head Significant Strikes_Attempts,B__Round1_Strikes_Head Significant Strikes_Landed,B__Round1_Strikes_Head Total Strikes_Attempts,B__Round1_Strikes_Head Total Strikes_Landed,B__Round1_Strikes_Kicks_Attempts,B__Round1_Strikes_Kicks_Landed,B__Round1_Strikes_Knock Down_Landed,B__Round1_Strikes_Leg Total Strikes_Attempts,B__Round1_Strikes_Leg Total Strikes_Landed,B__Round1_Strikes_Legs Significant Strikes_Attempts,B__Round1_Strikes_Legs Significant Strikes_Landed,B__Round1_Strikes_Legs Total Strikes_Attempts,B__Round1_Strikes_Legs Total Strikes_Landed,B__Round1_Strikes_Punches_Attempts,B__Round1_Strikes_Punches_Landed,B__Round1_Strikes_Significant Strikes_Attempts,B__Round1_Strikes_Significant Strikes_Landed,B__Round1_Strikes_Total Strikes_Attempts,B__Round1_Strikes_Total Strikes_Landed,R__Round5_Grappling_Reversals_Landed,R__Round5_Grappling_Standups_Landed,R__Round5_Grappling_Submissions_Attempts,R__Round5_Grappling_Takedowns_Attempts,R__Round5_Grappling_Takedowns_Landed,R__Round5_Strikes_Body Significant Strikes_Attempts,R__Round5_Strikes_Body Significant Strikes_Landed,R__Round5_Strikes_Body Total Strikes_Attempts,R__Round5_Strikes_Body Total Strikes_Landed,R__Round5_Strikes_Clinch Body Strikes_Attempts,R__Round5_Strikes_Clinch Body Strikes_Landed,R__Round5_Strikes_Clinch Head Strikes_Attempts,R__Round5_Strikes_Clinch Head Strikes_Landed,R__Round5_Strikes_Clinch Leg Strikes_Attempts,R__Round5_Strikes_Clinch Leg Strikes_Landed,R__Round5_Strikes_Clinch Significant Kicks_Attempts,R__Round5_Strikes_Clinch Significant Kicks_Landed,R__Round5_Strikes_Clinch Significant Punches_Attempts,R__Round5_Strikes_Clinch Significant Punches_Landed,R__Round5_Strikes_Clinch Significant Strikes_Attempts,R__Round5_Strikes_Clinch Significant Strikes_Landed,R__Round5_Strikes_Clinch Total Strikes_Attempts,R__Round5_Strikes_Clinch Total Strikes_Landed,R__Round5_Strikes_Distance Body Kicks_Attempts,R__Round5_Strikes_Distance Body Kicks_Landed,R__Round5_Strikes_Distance Body Punches_Attempts,R__Round5_Strikes_Distance Body Punches_Landed,R__Round5_Strikes_Distance Body Strikes_Attempts,R__Round5_Strikes_Distance Body Strikes_Landed,R__Round5_Strikes_Distance Head Kicks_Attempts,R__Round5_Strikes_Distance Head Kicks_Landed,R__Round5_Strikes_Distance Head Punches_Attempts,R__Round5_Strikes_Distance Head Punches_Landed,R__Round5_Strikes_Total Strikes_Landed
34.0,167.0,"Niagara Falls, Ontario Canada",1839,"San Jose, California United States",Alexis Davis,56.0,SUB,red,0.0,0.0,0.0,3.0,1.0,12.0,6.0,17.0,11.0,8.0,5.0,8.0,4.0,1.0,1.0,12.0,10.0,13.0,10.0,17.0,10.0,40.0,32.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,23.0,7.0,69.0,15.0,8.0,7.0,16.0,11.0,89.0,27.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,78.0,20.0,90.0,31.0,29.0,24.0,0.0,18.0,14.0,17.0,12.0,7.0,6.0,44.0,25.0,107.0,38.0,132.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,180.0,"Dallas, Texas United States",2337,"Glendale, Arizona United States",Jared Cannonier,93.0,DEC,blue,0.0,0.0,0.0,0.0,0.0,10.0,9.0,10.0,9.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,27.0,13.0,0.0,0.0,10.0,8.0,44.0,27.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,34.0,20.0,34.0,20.0,0.0,0.0,1.0,,,10.0,8.0,10.0,8.0,0.0,0.0,54.0,37.0,54.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,165.0,"San Diego, California USA",2134,"Dallas, Texas USA",Ryan Benoit,56.0,DEC,red,0.0,3.0,0.0,3.0,1.0,6.0,4.0,6.0,4.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,53.0,12.0,0.0,0.0,5.0,3.0,63.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,58.0,14.0,61.0,17.0,0.0,0.0,1.0,,,5.0,3.0,5.0,3.0,0.0,0.0,69.0,21.0,72.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,170.0,"Wichita, Kansas United States",1970,"Lee's Summit, Missouri United States",Tim Elliott,56.0,DEC,red,0.0,2.0,0.0,3.0,3.0,6.0,5.0,12.0,11.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,28.0,12.0,0.0,0.0,4.0,3.0,36.0,18.0,1.0,1.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,69.0,62.0,43.0,21.0,85.0,59.0,0.0,0.0,0.0,,,5.0,4.0,15.0,14.0,0.0,0.0,54.0,30.0,112.0,84.0,0.0,0.0,1.0,8.0,7.0,26.0,21.0,35.0,30.0,18.0,15.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,29.0,66.0,51.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,112.0
37.0,190.0,Dagestan Russia,2424,Dagestan Russia,Shamil Abdurakhimov,106.0,KO/TKO,red,0.0,0.0,0.0,9.0,1.0,8.0,4.0,20.0,16.0,5.0,3.0,17.0,8.0,4.0,3.0,0.0,0.0,0.0,0.0,26.0,14.0,43.0,31.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,53.0,16.0,0.0,0.0,10.0,8.0,66.0,25.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,6.0,3.0,76.0,27.0,78.0,29.0,0.0,0.0,0.0,,,14.0,11.0,17.0,14.0,0.0,0.0,98.0,42.0,115.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,195.0,"Kent, Washington United States",2215,"Albuquerque, New Mexico United States",Anthony Hamilton,118.0,SUB,red,0.0,0.0,0.0,8.0,4.0,33.0,32.0,41.0,40.0,9.0,8.0,16.0,7.0,2.0,2.0,2.0,2.0,1.0,0.0,27.0,17.0,32.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,12.0,4.0,43.0,18.0,0.0,0.0,0.0,0.0,44.0,19.0,23.0,23.0,19.0,13.0,1.0,1.0,0.0,0.0,5.0,3.0,43.0,37.0,53.0,47.0,78.0,38.0,85.0,44.0,4.0,4.0,0.0,,,3.0,3.0,3.0,3.0,24.0,13.0,114.0,73.0,129.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,185.0,Dagestan Russia,2849,Makhachkala Russia,Saparbeg Safarov,93.0,KO/TKO,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,185.0,"Racine, Wisconsin United States",2844,"Milwaukee, Wisconsin United States",Gerald Meerschaert,84.0,SUB,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,165.0,"Denver, Colorado United States",2848,"Westminster, Colorado United States",JJ Aldrich,52.0,DEC,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,190.0,"Grand Falls-Winsor, Newfoundland Canada",2803,"Victoria, British Columbia Canada",Ryan Janes,84.0,DEC,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,185.0,"Cottage Grove, Minnesota USA",2205,"Salt Lake City, Utah USA",Sean O'Connell,93.0,KO/TKO,red,0.0,1.0,0.0,4.0,0.0,34.0,25.0,76.0,64.0,20.0,18.0,31.0,20.0,8.0,8.0,0.0,0.0,0.0,0.0,59.0,46.0,155.0,134.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,157.0,62.0,0.0,0.0,9.0,6.0,180.0,75.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,17.0,11.0,200.0,88.0,240.0,123.0,0.0,0.0,1.0,,,17.0,14.0,36.0,33.0,0.0,0.0,251.0,127.0,352.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,187.0,"Alameda, California  United States",2842,"Englewood, California United States",Brian Camozzi,77.0,KO/TKO,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,190.0,"Vancouver, Washington United States",1810,"Tukwila, Washington United States",Trevor Smith,84.0,DEC,red,0.0,2.0,2.0,9.0,3.0,24.0,16.0,37.0,28.0,19.0,14.0,12.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,34.0,24.0,72.0,59.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,58.0,17.0,0.0,0.0,16.0,15.0,79.0,34.0,0.0,0.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,34.0,22.0,91.0,35.0,116.0,57.0,0.0,0.0,0.0,7.0,7.0,19.0,18.0,25.0,23.0,0.0,0.0,134.0,69.0,185.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,177.0,Democratic Republic Congo,2822,Doncaster England,Marc Diakiese,70.0,DEC,blue,0.0,2.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,3.0,2.0,16.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,12.0,19.0,4.0,22.0,7.0,0.0,0.0,0.0,,,3.0,2.0,3.0,2.0,0.0,0.0,22.0,6.0,35.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,170.0,"Indianapolis, Indiana United States",2845,"Temecula, California United States",Ashley Yoder,52.0,DEC,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,180.0,"Bronx, New York United States",2847,"Monroe, New York United States",Shane Burgos,65.0,DEC,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,165.0,"Goshen, Indiana United States",1504,"Franklin, Tennessee United States",Dustin Ortiz,56.0,DEC,blue,1.0,4.0,0.0,15.0,5.0,48.0,42.0,156.0,146.0,16.0,15.0,10.0,6.0,4.0,4.0,5.0,5.0,3.0,2.0,30.0,25.0,44.0,37.0,4.0,3.0,2.0,2.0,14.0,11.0,1.0,0.0,55.0,17.0,112.0,21.0,0.0,0.0,5.0,4.0,131.0,36.0,18.0,16.0,17.0,14.0,0.0,0.0,3.0,3.0,19.0,18.0,35.0,30.0,197.0,179.0,139.0,41.0,204.0,95.0,30.0,27.0,0.0,3.0,3.0,9.0,8.0,9.0,8.0,128.0,86.0,196.0,91.0,372.0,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,175.0,"Neptune, New Jersey United States",2784,"Albuquerque, New Mexico United States",Lando Vannata,70.0,KO/TKO,blue,0.0,0.0,0.0,2.0,0.0,13.0,7.0,13.0,7.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,50.0,17.0,0.0,0.0,7.0,4.0,68.0,28.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,10.0,6.0,62.0,23.0,64.0,25.0,0.0,0.0,0.0,,,7.0,4.0,7.0,4.0,0.0,0.0,82.0,34.0,84.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,172.0,"Omaha, Nebraska United States ",1340,"Denver, Colorado United States",Drew Dober,70.0,SUB,red,0.0,1.0,1.0,5.0,2.0,14.0,10.0,23.0,18.0,4.0,3.0,32.0,13.0,2.0,1.0,1.0,1.0,0.0,0.0,38.0,17.0,60.0,37.0,1.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,6.0,3.0,114.0,27.0,0.0,0.0,20.0,11.0,144.0,45.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,24.0,21.0,150.0,43.0,178.0,68.0,2.0,1.0,0.0,,,22.0,12.0,27.0,17.0,9.0,6.0,186.0,65.0,228.0,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,172.0,Dagestan Russia,2023,Derbent Dagestan,Rustam Khabilov,70.0,DEC,blue,0.0,1.0,0.0,20.0,6.0,10.0,7.0,14.0,11.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,4.0,6.0,4.0,0.0,0.0,2.0,2.0,7.0,5.0,0.0,0.0,21.0,6.0,84.0,17.0,0.0,0.0,19.0,12.0,110.0,34.0,0.0,0.0,19.0,16.0,0.0,0.0,0.0,0.0,8.0,5.0,20.0,16.0,34.0,29.0,106.0,35.0,117.0,44.0,0.0,0.0,0.0,,,19.0,12.0,19.0,12.0,34.0,15.0,135.0,54.0,150.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,190.0,Riga Latvia,2608,"Toronto, Ontario Canada",Misha Cirkunov,93.0,SUB,blue,0.0,0.0,0.0,10.0,5.0,20.0,14.0,27.0,21.0,7.0,5.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,16.0,39.0,27.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,63.0,29.0,0.0,0.0,3.0,2.0,78.0,39.0,1.0,1.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,71.0,56.0,99.0,57.0,157.0,98.0,0.0,0.0,0.0,,,3.0,2.0,4.0,3.0,0.0,0.0,122.0,73.0,188.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,177.0,Daegu South Korea,2198,Busan South Korea,Dooho Choi,65.0,DEC,red,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,31.0,18.0,0.0,0.0,0.0,0.0,32.0,19.0,0.0,0.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,19.0,14.0,47.0,31.0,49.0,32.0,0.0,0.0,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,48.0,32.0,52.0,34.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,4.0,1.0,4.0,1.0,56.0,23.0,37.0
31.0,177.0,"Milwaukee, Wisconsin United States",1069,"Milwaukee, Wisconsin United States",Anthony Pettis,70.0,KO/TKO,red,2.0,5.0,0.0,1.0,0.0,26.0,19.0,41.0,34.0,4.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,4.0,41.0,35.0,3.0,3.0,0.0,0.0,19.0,14.0,4.0,2.0,18.0,6.0,122.0,42.0,1.0,1.0,7.0,7.0,148.0,63.0,3.0,2.0,29.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,32.0,17.0,54.0,38.0,156.0,58.0,194.0,94.0,8.0,6.0,0.0,,,7.0,7.0,8.0,8.0,25.0,13.0,189.0,84.0,243.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,170.0,"Safford, Arizona United States",2781,"Denver, Colorado United States",Matthew Lopez,61.0,DEC,blue,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,19.0,4.0,0.0,0.0,3.0,3.0,24.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,20.0,5.0,20.0,5.0,0.0,0.0,0.0,,,3.0,3.0,7.0,7.0,0.0,0.0,25.0,10.0,29.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,180.0,Trondheim Norway,2777,Trondheim Norway,Emil Meek,77.0,DEC,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,182.0,"Xenia, Ohio USA",432,"Denver, Colorado USA",Matt Brown,77.0,KO/TKO,red,1.0,4.0,1.0,7.0,5.0,29.0,26.0,32.0,29.0,21.0,19.0,34.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,47.0,62.0,54.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,109.0,41.0,0.0,0.0,7.0,3.0,122.0,49.0,2.0,2.0,9.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,9.0,21.0,16.0,152.0,75.0,164.0,85.0,0.0,0.0,0.0,,,8.0,4.0,9.0,5.0,0.0,0.0,189.0,105.0,205.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,175.0,"San Jose, California United States",2070,"Yuma, Arizona United States",Kelvin Gastelum,84.0,KO/TKO,blue,0.0,3.0,1.0,4.0,2.0,26.0,13.0,40.0,27.0,6.0,4.0,10.0,6.0,0.0,0.0,3.0,1.0,0.0,0.0,16.0,10.0,41.0,33.0,2.0,2.0,0.0,0.0,20.0,9.0,2.0,1.0,60.0,18.0,203.0,84.0,4.0,4.0,24.0,21.0,247.0,114.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,13.0,11.0,12.0,9.0,40.0,31.0,225.0,99.0,261.0,127.0,13.0,10.0,0.0,2.0,2.0,24.0,21.0,25.0,22.0,85.0,41.0,275.0,133.0,328.0,178.0,0.0,0.0,0.0,3.0,2.0,4.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,15.0
32.0,160.0,"Aurora, Colorado United States",1347,"Albuquerque, New Mexico United States",Michelle Waterson,52.0,SUB,blue,0.0,0.0,1.0,2.0,2.0,5.0,5.0,9.0,9.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,14.0,14.0,4.0,4.0,12.0,12.0,0.0,0.0,0.0,,,1.0,1.0,2.0,2.0,0.0,0.0,10.0,10.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0
26.0,187.0,"Green Brook, New Jersey USA",2750,"Green Brook, New Jersey USA",Mickey Gall,77.0,SUB,blue,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,33.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,21.0,41.0,28.0,36.0,22.0,44.0,29.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,36.0,22.0,44.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,180.0,"Clovis, California United States",2297,"Fort Lauderdale, Florida United States",Colby Covington,77.0,DEC,blue,0.0,1.0,0.0,23.0,11.0,13.0,9.0,54.0,50.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,16.0,12.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,39.0,9.0,0.0,0.0,2.0,2.0,53.0,19.0,0.0,0.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,25.0,198.0,150.0,82.0,35.0,209.0,127.0,0.0,0.0,0.0,,,3.0,3.0,4.0,4.0,0.0,0.0,98.0,47.0,267.0,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,177.0,"Flint, Michigan United States",2813,"Orlando, Florida United States",Mike Perry,77.0,DEC,red,0.0,0.0,0.0,0.0,0.0,10.0,6.0,10.0,6.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,9.0,4.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,65.0,17.0,0.0,0.0,11.0,11.0,85.0,33.0,1.0,1.0,33.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,25.0,57.0,47.0,106.0,44.0,130.0,67.0,0.0,0.0,3.0,,,11.0,11.0,11.0,11.0,0.0,0.0,127.0,61.0,151.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,175.0,"Knoxville , Tennessee United States",2558,"Knoxville , Tennessee United States",Scott Holtzman,70.0,DEC,red,0.0,2.0,0.0,3.0,1.0,22.0,18.0,26.0,22.0,10.0,10.0,17.0,14.0,3.0,2.0,0.0,0.0,0.0,0.0,30.0,26.0,60.0,56.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,76.0,24.0,0.0,0.0,10.0,9.0,98.0,41.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,3.0,96.0,40.0,113.0,56.0,0.0,0.0,0.0,,,13.0,11.0,24.0,22.0,0.0,0.0,131.0,69.0,163.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,182.0,Dagestan Russia,2365,"Coconut Creek, Florida USA",Sultan Aliev,77.0,DEC,blue,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,11.0,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,14.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
